rho,round,n,mean_accuracy_mean,mean_accuracy_se,mean_fitness_mean,mean_fitness_se,pass_at_4_mean,pass_at_4_se,distinct_fraction_mean,distinct_fraction_se,effective_answers_mean,effective_answers_se,invalid_fraction_mean,invalid_fraction_se,regressions,recoveries,fitness_regressions,fitness_improvements
-2.0,5,62,0.016129032258064516,0.016129032258064516,0.06673075592422696,0.020407480557345394,0.016129032258064516,0.016129032258064516,0.5040322580645161,0.027864653311085317,1.832258064516129,0.10217382164797341,0.0,0.0,0.0,0.0,5.0,18.0
-2.0,6,62,0.016129032258064516,0.016129032258064516,0.06591530443319178,0.02004463177213765,0.016129032258064516,0.016129032258064516,0.5201612903225806,0.023209541355109446,1.8720430107526882,0.08313017205466872,0.0,0.0,0.0,0.0,10.0,17.0
0.0,0,62,0.012096774193548387,0.008957084049405942,0.07487358692382515,0.016776584772906313,0.03225806451612903,0.022622157203815375,0.9193548387096774,0.021336704121488633,3.609677419354839,0.0986881074720848,0.004032258064516129,0.004032258064516129,0.0,0.0,0.0,0.0
0.0,1,62,0.012096774193548387,0.008957084049405942,0.07595734373053951,0.017689342239778614,0.03225806451612903,0.022622157203815375,0.6451612903225806,0.021928133586688516,2.333333333333333,0.08899752454319378,0.008064516129032258,0.008064516129032258,0.0,0.0,17.0,20.0
0.0,2,62,0.008064516129032258,0.008064516129032258,0.09210755503333982,0.01985251153852037,0.016129032258064516,0.016129032258064516,0.5685483870967742,0.02450552423090544,2.011827956989247,0.08844816669409733,0.008064516129032258,0.008064516129032258,0.0,0.0,8.0,28.0
0.0,3,62,0.008064516129032258,0.008064516129032258,0.08497580078539775,0.01973752642362194,0.016129032258064516,0.016129032258064516,0.5645161290322581,0.02365881830800275,2.0677419354838706,0.08599561129748175,0.008064516129032258,0.008064516129032258,0.0,0.0,12.0,11.0
0.0,4,62,0.012096774193548387,0.012096774193548387,0.09494677531040042,0.0221862671987766,0.016129032258064516,0.016129032258064516,0.5161290322580645,0.02216990642418685,1.8021505376344087,0.08037996232925158,0.0,0.0,0.0,0.0,2.0,16.0
0.0,5,62,0.008064516129032258,0.008064516129032258,0.08907358659209785,0.020163440659785883,0.016129032258064516,0.016129032258064516,0.5120967741935484,0.02533971941540627,1.8387096774193548,0.09234841287404112,0.0,0.0,0.0,0.0,12.0,6.0
0.0,6,62,0.004032258064516129,0.004032258064516129,0.08920807221612642,0.01966668499826768,0.016129032258064516,0.016129032258064516,0.47580645161290325,0.022786513387028237,1.7365591397849462,0.0777712247819794,0.004032258064516129,0.004032258064516129,0.0,0.0,6.0,9.0
2.0,0,62,0.012096774193548387,0.008957084049405942,0.07487358692382515,0.016776584772906313,0.03225806451612903,0.022622157203815375,0.9193548387096774,0.021336704121488633,3.609677419354839,0.0986881074720848,0.004032258064516129,0.004032258064516129,0.0,0.0,0.0,0.0
2.0,1,62,0.028225806451612902,0.020002014961359702,0.11302346856505185,0.025203325020191455,0.03225806451612903,0.022622157203815375,0.6169354838709677,0.02279236133101956,2.175268817204301,0.09646473034190234,0.008064516129032258,0.008064516129032258,0.0,0.0,11.0,35.0
2.0,2,62,0.04435483870967742,0.02540275364069771,0.14137661843122665,0.029432817018967376,0.04838709677419355,0.027474514461903604,0.5241935483870968,0.021286676610397435,1.8924731182795698,0.07748249379066621,0.008064516129032258,0.008064516129032258,0.0,4.0,16.0,23.0
2.0,3,62,0.06451612903225806,0.03145483312102179,0.16264226959043804,0.03391876068137891,0.06451612903225806,0.03145483312102179,0.5161290322580645,0.026264282295960974,1.8763440860215053,0.09482585402555821,0.0,0.0,0.0,4.0,21.0,14.0
2.0,4,62,0.06048387096774194,0.02969831335170852,0.15775292771685911,0.03337478577483157,0.06451612903225806,0.03145483312102179,0.4879032258064516,0.025983700191895404,1.7849462365591398,0.08783346359624841,0.0,0.0,1.0,0.0,15.0,8.0
2.0,5,62,0.06854838709677419,0.030512844409188947,0.1713113091119882,0.034038553996330004,0.08064516129032258,0.03486308566114125,0.47580645161290325,0.024193548387096774,1.7032258064516128,0.08485637876084988,0.016129032258064516,0.011311078601907687,0.0,2.0,7.0,12.0
2.0,6,62,0.08870967741935484,0.035484471895300976,0.19392321602573953,0.037095363882368046,0.0967741935483871,0.0378541092928044,0.42338709677419356,0.023415344271437176,1.546236559139785,0.0814095043398267,0.0,0.0,1.0,4.0,7.0,9.0
6.0,0,62,0.012096774193548387,0.008957084049405942,0.07487358692382515,0.016776584772906313,0.03225806451612903,0.022622157203815375,0.9193548387096774,0.021336704121488633,3.609677419354839,0.0986881074720848,0.004032258064516129,0.004032258064516129,0.0,0.0,0.0,0.0
6.0,1,62,0.03225806451612903,0.022622157203815375,0.13600161286601659,0.027782177293292885,0.03225806451612903,0.022622157203815375,0.6008064516129032,0.025360748231818237,2.1462365591397847,0.09297352909864078,0.0,0.0,0.0,0.0,8.0,40.0
6.0,2,62,0.04838709677419355,0.027474514461903604,0.17011512637531015,0.03156887967407742,0.04838709677419355,0.027474514461903604,0.532258064516129,0.023341235874840126,1.8838709677419354,0.08424842857609567,0.0,0.0,0.0,4.0,11.0,33.0
6.0,3,62,0.04838709677419355,0.027474514461903604,0.17233461278107448,0.03153319763935374,0.04838709677419355,0.027474514461903604,0.532258064516129,0.022622157203815375,1.8698924731182796,0.08237937916381909,0.0,0.0,0.0,0.0,14.0,18.0
6.0,4,62,0.03225806451612903,0.022622157203815375,0.16321172380846705,0.028925774796971993,0.03225806451612903,0.022622157203815375,0.4879032258064516,0.023999974767277183,1.778494623655914,0.08495460356368498,0.0,0.0,4.0,0.0,11.0,15.0
6.0,5,62,0.04838709677419355,0.027474514461903604,0.18424991643597266,0.03168351486240492,0.04838709677419355,0.027474514461903604,0.49193548387096775,0.02297290923993852,1.7935483870967743,0.08196869152496694,0.0,0.0,0.0,4.0,12.0,24.0
6.0,6,62,0.04838709677419355,0.027474514461903604,0.19301821379151013,0.031896551696888334,0.04838709677419355,0.027474514461903604,0.4798387096774194,0.026531854212784967,1.7591397849462365,0.09540047779393368,0.0,0.0,0.0,0.0,13.0,23.0
